id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,area_qual,age,yrs_sincerm
617,20,RL,128.0,12160,Pave,NA,4,Lvl,4,Inside,3,NAmes,1Fam,1Story,6,4,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3.0,3.0,0.0,4.0,1024.0,1.0,0.0,481.0,1505.0,GasA,5,Y,5,1505,0,0,1505,1.0,0.0,1,0,2,1,3,6,8,1,3,Attchd,2.0,2.0,505.0,3.0,3.0,2,0,0,0,162,0,0,0,0,NA,0,2,2009,WD ,1,56,56
1994,190,RM,85.0,13600,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,2fmCon,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,0.0,1.0,0.0,1.0,0.0,662.0,662.0,GasA,3,N,5,1422,915,0,2337,0.0,0.0,2,0,5,2,3,10,6,0,0,Detchd,1.0,2.0,560.0,3.0,3.0,2,0,57,0,0,0,0,0,0,NA,0,9,2007,WD ,2,107,57
2760,20,RL,78.0,11645,Pave,NA,4,Lvl,4,Inside,3,CollgCr,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,198.0,4,3,PConc,5.0,3.0,4.0,6.0,1122.0,1.0,0.0,448.0,1570.0,GasA,5,Y,5,1590,0,0,1590,1.0,0.0,2,1,2,1,5,6,8,0,0,Attchd,3.0,3.0,754.0,3.0,3.0,2,176,80,0,0,0,0,0,0,NA,0,8,2006,New,2,1,0
1492,30,RL,63.0,13907,Pave,NA,4,Lvl,4,Inside,3,Edwards,1Fam,1Story,5,6,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,290.0,1.0,0.0,706.0,996.0,GasA,5,Y,5,996,0,0,996,1.0,0.0,1,0,3,1,3,6,8,1,4,NA,0.0,0.0,0.0,0.0,0.0,2,144,0,0,0,0,0,0,0,NA,0,7,2008,WD ,2,68,39
2223,20,RL,84.0,21000,Pave,NA,4,Bnk,4,Corner,3,Crawfor,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4.0,3.0,2.0,5.0,35.0,3.0,869.0,905.0,1809.0,GasA,3,Y,5,2259,0,0,2259,1.0,0.0,2,0,3,1,4,7,8,2,4,Basment,1.0,2.0,450.0,3.0,3.0,2,166,120,192,0,0,0,0,3,NA,0,10,2007,COD,2,54,54
1028,60,RL,84.0,12511,Pave,NA,3,Lvl,4,Corner,3,NWAmes,1Fam,2Story,7,7,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,4,3,PConc,4.0,3.0,0.0,5.0,988.0,1.0,0.0,432.0,1420.0,GasA,5,Y,5,1420,1420,0,2840,0.0,1.0,2,1,4,1,4,8,6,2,4,Attchd,3.0,4.0,1314.0,3.0,4.0,2,0,16,0,0,208,0,0,3,NA,0,12,2008,WD ,2,30,30
602,20,RL,70.0,9100,Pave,NA,4,Lvl,4,Inside,3,NAmes,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,612.0,1.0,0.0,252.0,864.0,GasA,5,Y,5,864,0,0,864,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1.0,1.0,300.0,5.0,5.0,2,0,0,0,0,0,0,0,0,Shed,450,10,2009,WD ,2,50,50
1871,90,RL,84.0,11500,Pave,NA,3,Lvl,4,Corner,3,NWAmes,Duplex,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,3,3,CBlock,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1680.0,1680.0,GasA,2,Y,5,1680,0,0,1680,0.0,0.0,2,0,4,2,3,8,8,0,0,Detchd,1.0,2.0,528.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,6,2007,WD ,0,31,31
1207,20,RL,66.0,8475,Pave,NA,3,Lvl,4,Inside,3,NAmes,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,228.0,1.0,0.0,724.0,952.0,GasA,5,Y,4,952,0,0,952,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1.0,1.0,283.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,4,2008,WD ,2,52,52
190,190,RM,60.0,11340,Pave,NA,4,Lvl,4,Inside,3,OldTown,2fmCon,2Story,4,6,Gable,CompShg,VinylSd,AsbShng,None,0.0,3,3,PConc,3.0,3.0,0.0,1.0,0.0,1.0,0.0,777.0,777.0,GasA,4,Y,5,1246,1044,0,2290,0.0,0.0,2,0,4,2,3,11,8,0,0,Detchd,1.0,2.0,560.0,3.0,3.0,0,0,0,114,0,0,0,0,0,NA,0,4,2010,WD ,2,125,60
324,20,RL,93.0,10114,Pave,NA,4,Lvl,4,Inside,3,Mitchel,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1430.0,1430.0,GasA,5,Y,5,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2.0,2.0,624.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,3,2010,WD ,2,6,5
1318,75,RM,35.0,6300,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,1Fam,2.5Unf,6,6,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,0.0,1.0,0.0,1.0,0.0,742.0,742.0,GasA,5,Y,5,742,742,0,1484,0.0,0.0,2,0,3,1,3,9,8,1,4,NA,0.0,0.0,0.0,0.0,0.0,2,0,291,134,0,0,0,0,0,NA,0,6,2008,WD ,2,94,7
973,120,RM,59.0,4500,Pave,NA,4,Lvl,4,FR2,3,Mitchel,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5.0,3.0,0.0,6.0,883.0,1.0,0.0,341.0,1224.0,GasA,5,Y,5,1224,0,0,1224,1.0,0.0,2,0,2,1,3,5,8,0,0,Attchd,3.0,2.0,402.0,3.0,3.0,2,0,304,0,0,0,0,0,0,NA,0,6,2009,WD ,2,10,10
2498,20,RL,66.0,8789,Pave,NA,3,Lvl,4,Inside,3,Sawyer,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,3.0,659.0,1.0,0.0,253.0,912.0,GasA,3,Y,5,941,0,0,941,0.0,0.0,1,0,3,1,3,6,8,1,1,Attchd,1.0,1.0,288.0,3.0,3.0,2,64,0,0,0,0,0,0,0,NA,0,6,2006,WD ,2,39,39
1399,120,RL,66.0,2887,Pave,NA,4,HLS,4,Inside,3,ClearCr,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4.0,3.0,2.0,6.0,1003.0,1.0,0.0,288.0,1291.0,GasA,5,Y,5,1291,0,0,1291,1.0,0.0,1,0,2,1,4,6,8,1,4,Attchd,1.0,2.0,431.0,3.0,3.0,2,307,0,0,0,0,0,0,0,NA,0,11,2008,WD ,2,12,11
999,60,RL,57.0,21872,Pave,NA,2,HLS,4,FR2,3,Gilbert,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,4.0,6.0,604.0,1.0,0.0,125.0,729.0,GasA,5,Y,5,729,717,0,1446,0.0,1.0,2,1,3,1,3,6,8,1,3,Attchd,1.0,2.0,406.0,3.0,3.0,2,264,22,0,0,0,0,0,0,NA,0,8,2008,WD ,2,12,11
1085,20,RL,53.0,3710,Pave,NA,4,Lvl,4,Inside,3,Blmngtn,1Fam,1Story,7,5,Gable,CompShg,WdShing,Wd Shng,BrkFace,20.0,4,3,PConc,4.0,3.0,4.0,1.0,0.0,1.0,0.0,1146.0,1146.0,GasA,5,Y,5,1246,0,0,1246,0.0,0.0,2,0,2,1,4,5,8,1,4,Attchd,3.0,2.0,428.0,3.0,3.0,2,100,24,0,0,0,0,0,0,NA,0,3,2008,New,2,1,0
2428,120,RL,43.0,3013,Pave,NA,4,Lvl,4,Inside,3,Blmngtn,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,4,3,PConc,4.0,3.0,4.0,6.0,16.0,1.0,0.0,1346.0,1362.0,GasA,5,Y,5,1506,0,0,1506,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,3.0,2.0,440.0,3.0,3.0,2,142,20,0,0,0,0,0,0,NA,0,4,2006,WD ,2,1,1
2664,70,RM,60.0,3600,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,1Fam,2Story,6,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,1.0,0.0,1.0,0.0,684.0,684.0,GasA,5,N,4,684,684,0,1368,0.0,0.0,1,0,3,1,3,7,8,0,0,Detchd,1.0,1.0,216.0,3.0,2.0,0,0,158,0,0,0,0,0,0,NA,0,10,2006,WD ,2,96,13
452,120,RL,47.0,6904,Pave,NA,3,Lvl,4,Inside,3,NridgHt,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,4,3,PConc,4.0,3.0,3.0,5.0,836.0,1.0,0.0,522.0,1358.0,GasA,5,Y,5,1358,0,0,1358,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2.0,2.0,484.0,3.0,3.0,2,192,36,0,0,0,0,0,0,NA,0,8,2009,WD ,2,4,4
789,20,RL,73.0,9855,Pave,NA,4,Lvl,4,Corner,3,Edwards,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1436.0,1436.0,GasA,2,Y,5,1689,0,0,1689,0.0,0.0,1,0,3,1,3,7,8,1,4,Attchd,1.0,2.0,480.0,3.0,3.0,2,0,0,0,0,0,0,0,3,NA,0,11,2009,COD,2,53,53
154,30,RL,65.0,7898,Pave,NA,4,Lvl,4,Corner,3,NAmes,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,0.0,1.0,0.0,1.0,0.0,576.0,576.0,GasA,4,Y,5,985,0,0,985,0.0,1.0,1,0,2,1,3,4,8,0,0,Detchd,1.0,2.0,676.0,3.0,3.0,0,0,0,0,0,0,0,0,0,NA,0,4,2010,WD ,2,90,16
1069,60,RL,112.0,16451,Pave,NA,3,Lvl,4,Corner,3,NridgHt,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,221.0,4,3,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1765.0,1765.0,GasA,5,Y,5,1804,886,0,2690,0.0,0.0,2,1,4,1,4,9,8,1,4,BuiltIn,3.0,3.0,795.0,3.0,3.0,2,268,58,0,0,0,0,0,0,NA,0,7,2008,WD ,2,5,5
678,50,RL,60.0,8064,Pave,NA,4,Lvl,4,Inside,3,NAmes,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,3.0,3.0,621.0,1.0,0.0,174.0,795.0,GasA,4,N,5,765,368,0,1133,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1.0,2.0,900.0,3.0,3.0,2,0,0,0,0,231,0,0,0,NA,0,12,2009,COD,1,59,59
1065,60,RL,110.0,13688,Pave,NA,3,Lvl,4,Inside,3,NridgHt,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.0,4,3,PConc,5.0,3.0,3.0,6.0,1016.0,1.0,0.0,556.0,1572.0,GasA,5,Y,5,1572,1096,0,2668,1.0,0.0,2,1,3,1,5,10,8,2,4,BuiltIn,3.0,3.0,726.0,3.0,3.0,2,400,0,0,0,0,0,0,0,NA,0,3,2008,WD ,2,5,4
2287,180,RM,66.0,1533,Pave,NA,4,Lvl,4,Inside,3,MeadowV,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4.0,3.0,3.0,6.0,503.0,1.0,0.0,27.0,530.0,GasA,3,Y,5,530,462,0,992,1.0,0.0,1,0,2,1,3,4,8,0,0,BuiltIn,3.0,1.0,297.0,3.0,3.0,2,112,97,0,0,0,0,0,0,NA,0,7,2007,WD ,2,37,37
1550,50,RM,58.0,8155,Pave,NA,4,Lvl,4,Inside,3,IDOTRR,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4.0,3.0,0.0,1.0,0.0,1.0,0.0,780.0,780.0,GasA,4,Y,4,780,420,0,1200,0.0,0.0,1,0,4,1,3,7,8,0,0,NA,0.0,0.0,0.0,0.0,0.0,2,0,0,96,0,0,0,0,0,NA,0,7,2008,WD ,2,78,58
2686,30,RL,50.0,11672,Pave,Pave,2,Lvl,4,Inside,3,BrkSide,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,0.0,1.0,0.0,1.0,0.0,816.0,816.0,GasA,3,Y,4,816,0,0,816,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1.0,1.0,210.0,2.0,2.0,0,168,0,112,0,0,0,0,0,NA,0,7,2006,WD ,2,81,56
1821,20,RL,70.0,7420,Pave,NA,4,Lvl,4,Inside,3,Sawyer,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,417.0,1.0,0.0,640.0,1057.0,GasA,3,Y,5,1057,0,0,1057,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,3.0,2.0,576.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,4,2007,WD ,2,45,45
2471,20,RL,74.0,7733,Pave,NA,3,Lvl,4,Inside,3,SawyerW,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,2.0,6.0,24.0,1.0,0.0,1118.0,1142.0,GasA,5,Y,5,1142,0,0,1142,0.0,0.0,1,1,3,1,4,5,8,0,0,NA,0.0,0.0,0.0,0.0,0.0,2,4,50,0,0,0,0,0,0,NA,0,1,2006,WD ,2,1,1
1688,20,RL,91.0,11825,Pave,NA,4,Lvl,4,Inside,3,NridgHt,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,4,3,PConc,5.0,3.0,2.0,1.0,0.0,1.0,0.0,1694.0,1694.0,GasA,5,Y,5,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2.0,3.0,856.0,3.0,3.0,2,0,112,0,0,0,0,0,0,NA,0,6,2007,New,2,1,0
2924,20,RL,80.0,17400,Pave,NA,4,Low,4,Inside,5,Mitchel,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,936.0,1.0,0.0,190.0,1126.0,GasA,2,Y,5,1126,0,0,1126,1.0,0.0,2,0,3,1,3,5,8,1,4,Attchd,2.0,2.0,484.0,3.0,3.0,1,295,41,0,0,0,0,0,0,NA,0,5,2006,WD ,2,29,29
1070,120,RL,58.0,10110,Pave,NA,3,Lvl,4,Inside,3,NridgHt,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,5,3,PConc,4.0,3.0,0.0,6.0,372.0,1.0,0.0,1486.0,1858.0,GasA,5,Y,5,1866,0,0,1866,1.0,0.0,2,0,2,1,5,7,8,1,4,Attchd,3.0,3.0,870.0,3.0,3.0,2,0,48,0,0,0,0,0,0,NA,0,11,2008,New,2,0,0
2358,20,RL,78.0,10140,Pave,NA,4,Lvl,4,Inside,3,NWAmes,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3.0,3.0,0.0,5.0,663.0,2.0,377.0,0.0,1040.0,GasA,2,Y,5,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,8,1,2,Attchd,2.0,2.0,484.0,3.0,3.0,2,265,0,0,0,0,648,2,4,NA,0,1,2006,WD ,2,32,7
1467,60,RL,96.0,11690,Pave,NA,3,Lvl,4,Inside,3,CollgCr,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,850.0,850.0,GasA,5,Y,5,886,878,0,1764,0.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1.0,2.0,560.0,3.0,3.0,2,120,29,0,0,0,0,0,0,NA,0,6,2008,WD ,2,9,8
653,20,RL,60.0,9600,Pave,NA,4,Lvl,4,Inside,3,NAmes,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,390.0,1.0,0.0,810.0,1200.0,GasA,3,Y,5,1200,0,0,1200,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,3.0,1.0,246.0,3.0,3.0,2,126,0,0,0,0,0,0,2,NA,0,8,2009,WD ,2,59,59
1620,80,RL,56.0,8872,Pave,NA,3,HLS,4,Inside,3,Gilbert,1Fam,SLvl,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,0.0,1.0,0.0,1.0,0.0,384.0,384.0,GasA,4,Y,5,754,630,0,1384,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,3.0,2.0,390.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,3,2007,WD ,2,10,10
2262,20,RL,64.0,9037,Pave,NA,3,HLS,4,Inside,3,Timber,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4.0,3.0,3.0,6.0,428.0,1.0,0.0,1048.0,1476.0,GasA,5,Y,5,1484,0,0,1484,0.0,0.0,2,0,2,1,5,6,8,1,4,Attchd,2.0,2.0,472.0,3.0,3.0,2,120,33,0,0,0,0,0,0,NA,0,12,2007,WD ,2,1,1
25,20,RL,53.0,12537,Pave,NA,3,Lvl,4,CulDSac,3,NAmes,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,6.0,734.0,1.0,0.0,344.0,1078.0,GasA,5,Y,5,1078,0,0,1078,1.0,0.0,1,1,3,1,3,6,8,1,2,Attchd,3.0,2.0,500.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,4,2010,WD ,2,39,2
1470,120,RM,66.0,4426,Pave,NA,4,Lvl,4,Inside,3,CollgCr,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,4,3,PConc,4.0,3.0,2.0,6.0,662.0,1.0,0.0,186.0,848.0,GasA,5,Y,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,0,0,Attchd,2.0,2.0,420.0,3.0,3.0,2,140,0,0,0,0,0,0,0,NA,0,2,2008,WD ,2,4,4
1830,20,RL,44.0,10751,Pave,NA,3,Lvl,4,CulDSac,3,Sawyer,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,3,3,CBlock,2.0,3.0,4.0,5.0,787.0,1.0,0.0,250.0,1037.0,GasA,3,Y,5,1037,0,0,1037,1.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,2.0,2.0,431.0,3.0,3.0,2,136,47,0,0,0,0,0,0,NA,0,8,2007,WD ,1,33,33
1178,160,FV,36.0,3951,Pave,Pave,3,Lvl,4,Inside,3,Somerst,TwnhsE,2Story,10,5,Gable,CompShg,BrkFace,MetalSd,None,0.0,5,3,PConc,4.0,3.0,2.0,4.0,128.0,6.0,842.0,0.0,970.0,GasA,5,Y,5,1469,924,0,2393,1.0,0.0,2,1,2,1,5,7,8,1,3,Attchd,3.0,2.0,846.0,3.0,3.0,2,0,90,0,0,94,0,0,0,NA,0,2,2008,WD ,2,10,9
124,80,RL,84.0,14112,Pave,NA,3,Lvl,4,Corner,3,NAmes,1Fam,SLvl,5,7,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,3,PConc,3.0,3.0,3.0,6.0,1014.0,1.0,0.0,138.0,1152.0,GasA,3,Y,5,1152,0,0,1152,1.0,0.0,1,0,3,1,3,6,8,1,4,Attchd,2.0,2.0,484.0,3.0,3.0,2,227,0,0,0,0,0,0,0,NA,0,4,2010,WD ,2,46,46
1554,20,A (agr),80.0,14584,Pave,NA,4,Low,4,Inside,5,IDOTRR,1Fam,1Story,1,5,Gable,CompShg,AsbShng,VinylSd,None,0.0,2,1,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wall,1,N,4,733,0,0,733,0.0,0.0,1,0,2,1,2,4,1,0,0,Attchd,1.0,2.0,487.0,2.0,1.0,0,0,0,0,0,0,0,0,0,NA,0,2,2008,WD ,2,56,56
